2019-06-25,384622
2019-06-26,312344
2019-06-27,468636
2019-06-28,103168
2019-06-29,387197
2019-06-30,116277
2019-07-01,246088
2019-07-02,448479
2019-07-03,408923
2019-07-04,253050
2019-07-05,200366
2019-07-06,450678
2019-07-07,175178
2019-07-08,273132
2019-07-09,161500
2019-07-10,153856
2019-07-11,276179
2019-07-12,146732
2019-07-13,63934
2019-07-14,495237
2019-07-15,90020
2019-07-16,117187
2019-07-17,55371
2019-07-18,382104
2019-07-19,459190
2019-07-20,185774
2019-07-21,353206
2019-07-22,453063
2019-07-23,395228
2019-07-24,77763
2019-07-25,467565
2019-07-26,120340
2019-07-27,399409
2019-07-28,136374
2019-07-29,91137
2019-07-30,116777
2019-07-31,72288
2019-08-01,257584
2019-08-02,479632
2019-08-03,458769
2019-08-04,183740
2019-08-05,148348
2019-08-06,430327
2019-08-07,253174
2019-08-08,80436
2019-08-09,465307
2019-08-10,67601
2019-08-11,128587
2019-08-12,310159
2019-08-13,167907
2019-08-14,216270
2019-08-15,118131
2019-08-16,488828
2019-08-17,392354
2019-08-18,438548
2019-08-19,359316
2019-08-20,82859
2019-08-21,206185
2019-08-22,468018
2019-08-23,363450
2019-08-24,221427
2019-08-25,56151
2019-08-26,301462
2019-08-27,434984
2019-08-28,111412
2019-08-29,325268
2019-08-30,318830
2019-08-31,291813
2019-09-01,443824
2019-09-02,132255
2019-09-03,170620
2019-09-04,141642
2019-09-05,207717
2019-09-06,123422
2019-09-07,395743
2019-09-08,62842
2019-09-09,452825
2019-09-10,196832
2019-09-11,317531
2019-09-12,72253
2019-09-13,232946
2019-09-14,192841
2019-09-15,274304
2019-09-16,218704
2019-09-17,161505
2019-09-18,106047
2019-09-19,127603
2019-09-20,471317
2019-09-21,229050
2019-09-22,276406
2019-09-23,365364
2019-09-24,297521
2019-09-25,380747
2019-09-26,340818
2019-09-27,426668
2019-09-28,497399
2019-09-29,212918
2019-09-30,57393
2019-10-01,377563
2019-10-02,398675
2019-10-03,305475
2019-10-04,297410
2019-10-05,151124
2019-10-06,361343
2019-10-07,244332
2019-10-08,62143
2019-10-09,375466
2019-10-10,82248
2019-10-11,155688
2019-10-12,399911
2019-10-13,398390
2019-10-14,344524
2019-10-15,267464
2019-10-16,244350
2019-10-17,436140
2019-10-18,388040
2019-10-19,79586
2019-10-20,71607
2019-10-21,183808
2019-10-22,163681
2019-10-23,459678
2019-10-24,107053
2019-10-25,384787
2019-10-26,486488
2019-10-27,199290
2019-10-28,240270
2019-10-29,292476
2019-10-30,118018
2019-10-31,388911
2019-11-01,132453
2019-11-02,261010
2019-11-03,348046
2019-11-04,319249
2019-11-05,108892
2019-11-06,90356
2019-11-07,414589
2019-11-08,227392
2019-11-09,260651
2019-11-10,307890
2019-11-11,394864
2019-11-12,295285
2019-11-13,75915
2019-11-14,458269
2019-11-15,424951
2019-11-16,52828
2019-11-17,225383
2019-11-18,52974
2019-11-19,339419
2019-11-20,453967
2019-11-21,490846
2019-11-22,131882
2019-11-23,436239
2019-11-24,119547
2019-11-25,351717
2019-11-26,100370
2019-11-27,197727
2019-11-28,417393
2019-11-29,161671
2019-11-30,338499
2019-12-01,265468
2019-12-02,216070
2019-12-03,130309
2019-12-04,77869
2019-12-05,178968
2019-12-06,120005
2019-12-07,236302
2019-12-08,253009
2019-12-09,203117
2019-12-10,65943
2019-12-11,211214
2019-12-12,495963
2019-12-13,103598
2019-12-14,448875
2019-12-15,277253
2019-12-16,60651
2019-12-17,202580
2019-12-18,144126
2019-12-19,109534
2019-12-20,276305
2019-12-21,74206
2019-12-22,339115
2019-12-23,133699
2019-12-24,215253
2019-12-25,113710
2019-12-26,351519
2019-12-27,464005
2019-12-28,173516
2019-12-29,234820
2019-12-30,331174
2019-12-31,418311
2020-01-01,395529
2020-01-02,105434
2020-01-03,480405
2020-01-04,396580
2020-01-05,453324
2020-01-06,92049
2020-01-07,213086
2020-01-08,105468
2020-01-09,459381
2020-01-10,301274
2020-01-11,356116
2020-01-12,133478
2020-01-13,381473
2020-01-14,280996
2020-01-15,292902
2020-01-16,473146
2020-01-17,117245
2020-01-18,246190
2020-01-19,499145
2020-01-20,303458
2020-01-21,233959
2020-01-22,183239
2020-01-23,375814
2020-01-24,301888
2020-01-25,228817
2020-01-26,387786
2020-01-27,342133
2020-01-28,262056
2020-01-29,288534
2020-01-30,238229
2020-01-31,310026
2020-02-01,152823
2020-02-02,223029
2020-02-03,444772
2020-02-04,120667
2020-02-05,319883
2020-02-06,85445
2020-02-07,482936
2020-02-08,450100
2020-02-09,209544
2020-02-10,152627
2020-02-11,156282
2020-02-12,374296
2020-02-13,120842
2020-02-14,287440
2020-02-15,384118
2020-02-16,223969
2020-02-17,64007
2020-02-18,370167
2020-02-19,184754
2020-02-20,499611
2020-02-21,265433
2020-02-22,231190
2020-02-23,380877
2020-02-24,60217
2020-02-25,123339
2020-02-26,89382
2020-02-27,139297
2020-02-28,205455
2020-02-29,334427
2020-03-01,207341
2020-03-02,405890
2020-03-03,58097
2020-03-04,341298
2020-03-05,320348
2020-03-06,166223
2020-03-07,166153
2020-03-08,106517
2020-03-09,412195
2020-03-10,341317
2020-03-11,199612
2020-03-12,409560
2020-03-13,488718
2020-03-14,241803
2020-03-15,120269
2020-03-16,359424
2020-03-17,493330
2020-03-18,251595
2020-03-19,310198
2020-03-20,112709
2020-03-21,131305
2020-03-22,192045
2020-03-23,200997
2020-03-24,285478
2020-03-25,159137
2020-03-26,432477
2020-03-27,326501
2020-03-28,89644
2020-03-29,254204
2020-03-30,347994
2020-03-31,288447
2020-04-01,235350
2020-04-02,245269
2020-04-03,197066
2020-04-04,338918
2020-04-05,471870
2020-04-06,243948
2020-04-07,391430
2020-04-08,457495
2020-04-09,330195
2020-04-10,453624
2020-04-11,64915
2020-04-12,442080
2020-04-13,259690
2020-04-14,116714
2020-04-15,120761
2020-04-16,275799
2020-04-17,122914
2020-04-18,118164
2020-04-19,267886
2020-04-20,121432
2020-04-21,408442
2020-04-22,351395
2020-04-23,276294
2020-04-24,82819
2020-04-25,237969
2020-04-26,477651
2020-04-27,396460
2020-04-28,259643
2020-04-29,327446
2020-04-30,445368
2020-05-01,442570
2020-05-02,249462
2020-05-03,285790
2020-05-04,180319
2020-05-05,256806
2020-05-06,113114
2020-05-07,52922
2020-05-08,157451
2020-05-09,254639
2020-05-10,308394
2020-05-11,370264
2020-05-12,202813
2020-05-13,404522
2020-05-14,226960
